pitchId,game_id,homeScore,awayScore,strike,ball,out,base1,base2,base3,pitcher,picher_name,batter,batter_name,pitch_num,x,y,topSz,bottomSz,stance,result,stuff,speed,pitch_type,inning,umpire,umpire_id
221005_205226,20221005SSKT02022,2,7,2,2,0,0,0,0,60146,이승현,64006,심우준,6,-0.1046162433636998,2.224553112265188,3.55483,1.62,R,Hit,4-Seam,140,RO,8,김준희,8
221005_204532,20221005SSKT02022,2,7,1,0,2,0,9,0,52060,박영현,51417,김현준,1,-0.7759672068696497,2.455907519281819,3.50106,1.53259,L,Strike,Change-up,124,RO,8,김준희,8
221005_204550,20221005SSKT02022,2,7,1,1,2,0,9,0,52060,박영현,51417,김현준,2,0.2502505787390657,0.6888044147167718,3.50106,1.53259,L,Ball,4-Seam,142,RO,8,김준희,8
221005_204610,20221005SSKT02022,2,7,1,2,2,0,9,0,52060,박영현,51417,김현준,3,-1.543757530673784,3.786416535668771,3.50106,1.53259,L,Ball,Change-up,122,RO,8,김준희,8
221005_204630,20221005SSKT02022,2,7,2,2,2,0,9,0,52060,박영현,51417,김현준,4,0.8187446171417309,1.991378446294343,3.50106,1.53259,L,Strike,Change-up,124,RO,8,김준희,8
221005_204652,20221005SSKT02022,2,7,2,2,2,0,9,0,52060,박영현,51417,김현준,5,-0.2679214128580552,2.257052729379448,3.50106,1.53259,L,Foul,4-Seam,141,RO,8,김준희,8
221005_204715,20221005SSKT02022,2,7,2,3,2,0,9,0,52060,박영현,51417,김현준,6,-1.321740760949245,3.4133090782904736,3.50106,1.53259,L,Ball,Change-up,124,RO,8,김준희,8
221005_204736,20221005SSKT02022,2,7,2,3,2,0,9,0,52060,박영현,51417,김현준,7,-0.1646805907057322,1.8794592681251947,3.50106,1.53259,L,Foul,Change-up,126,RO,8,김준희,8
221005_204807,20221005SSKT02022,2,7,2,3,2,0,9,0,52060,박영현,51417,김현준,8,-0.8683366781707359,2.7026640217895275,3.50106,1.53259,L,Hit,Change-up,124,RO,8,김준희,8
221005_203957,20221005SSKT02022,2,6,1,0,1,0,7,0,68896,이채호,52415,이재현,1,0.1566389035670092,2.2386234005425147,3.36456,1.48204,R,Strike,Curve,117,RU,8,김준희,8
221005_204017,20221005SSKT02022,2,6,2,0,1,0,7,0,68896,이채호,52415,이재현,2,0.835010870849345,2.879434368293285,3.36456,1.48204,R,Strike,4-Seam,133,RU,8,김준희,8
221005_204040,20221005SSKT02022,2,6,2,0,1,0,7,0,68896,이채호,52415,이재현,3,1.1428579054571109,2.547456125731501,3.36456,1.48204,R,Hit,Curve,117,RU,8,김준희,8
221005_203853,20221005SSKT02022,2,6,0,1,1,0,0,0,68896,이채호,50458,김지찬,1,-1.3715570399160602,2.4973170365703843,3.03248,1.38531,L,Ball,4-Seam,133,RU,8,김준희,8
221005_203911,20221005SSKT02022,2,6,0,1,1,0,0,0,68896,이채호,50458,김지찬,2,-0.4513966179712609,1.9764454968702123,3.03248,1.38531,L,Hit,4-Seam,131,RU,8,김준희,8
221005_203705,20221005SSKT02022,2,6,1,0,0,0,0,0,68896,이채호,75566,이원석,1,0.2857401360573752,2.1336817291135213,3.22688,1.43804,R,Foul,4-Seam,131,RU,8,김준희,8
221005_203730,20221005SSKT02022,2,6,2,0,0,0,0,0,68896,이채호,75566,이원석,2,0.0188011768544598,2.867570887863582,3.22688,1.43804,R,Foul,Curve,116,RU,8,김준희,8
221005_203754,20221005SSKT02022,2,6,2,1,0,0,0,0,68896,이채호,75566,이원석,3,-1.2315204343962622,1.972022863179768,3.22688,1.43804,R,Ball,Curve,113,RU,8,김준희,8
221005_203816,20221005SSKT02022,2,6,3,1,0,0,0,0,68896,이채호,75566,이원석,4,1.1618404916812175,2.118894342964188,3.22688,1.43804,R,Swing,Curve,116,RU,8,김준희,8
221005_212531,20221005SSKT02022,4,7,0,1,1,7,0,0,75421,오승환,64007,문상철,1,1.4761263798479187,1.95008077893332,3.48983,1.5,R,Ball,Slider,134,RO,9,김준희,8
221005_212549,20221005SSKT02022,4,7,1,1,1,7,0,0,75421,오승환,64007,문상철,2,1.388260075988525,0.6725766229938528,3.48983,1.5,R,Swing,Slider,132,RO,9,김준희,8
221005_212610,20221005SSKT02022,4,7,1,1,1,7,0,0,75421,오승환,64007,문상철,3,0.3860650166191383,2.202782861856578,3.48983,1.5,R,Hit,4-Seam,141,RO,9,김준희,8
221005_212020,20221005SSKT02022,4,7,0,1,0,0,0,0,75421,오승환,76313,황재균,1,-1.1181442261312178,2.1679562370243115,3.66926,1.63,R,Ball,4-Seam,139,RO,9,김준희,8
221005_212040,20221005SSKT02022,4,7,0,2,0,0,0,0,75421,오승환,76313,황재균,2,0.6680164871319817,1.1221066110287077,3.66926,1.63,R,Ball,Slider,130,RO,9,김준희,8
221005_212058,20221005SSKT02022,4,7,1,2,0,0,0,0,75421,오승환,76313,황재균,3,0.1421545156060379,2.224366032218387,3.66926,1.63,R,Strike,Slider,131,RO,9,김준희,8
221005_212114,20221005SSKT02022,4,7,2,2,0,0,0,0,75421,오승환,76313,황재균,4,0.8242140721092885,3.005939211373951,3.66926,1.63,R,Strike,4-Seam,139,RO,9,김준희,8
221005_212132,20221005SSKT02022,4,7,2,3,0,0,0,0,75421,오승환,76313,황재균,5,1.5538999966814186,1.5330612833742585,3.66926,1.63,R,Ball,4-Seam,140,RO,9,김준희,8
221005_212149,20221005SSKT02022,4,7,2,3,0,0,0,0,75421,오승환,76313,황재균,6,-0.1176132444695798,1.6868171551490416,3.66926,1.63,R,Foul,Slider,131,RO,9,김준희,8
221005_212216,20221005SSKT02022,4,7,2,3,0,0,0,0,75421,오승환,76313,황재균,7,-0.892288449338188,2.615108052157688,3.66926,1.63,R,Hit,Slider,131,RO,9,김준희,8
221005_211716,20221005SSKT02022,3,7,1,0,0,0,0,0,63960,이상민,78548,장성우,1,0.4650511086262268,1.57369520916433,3.3043,1.51217,R,Strike,4-Seam,138,LO,9,김준희,8
221005_211731,20221005SSKT02022,3,7,2,0,0,0,0,0,63960,이상민,78548,장성우,2,-0.6139631827887482,1.5283770405795207,3.3043,1.51217,R,Strike,4-Seam,138,LO,9,김준희,8
221005_211750,20221005SSKT02022,3,7,2,0,0,0,0,0,63960,이상민,78548,장성우,3,-0.8136723661796856,2.226468474116654,3.3043,1.51217,R,Hit,4-Seam,137,LO,9,김준희,8
221005_211534,20221005SSKT02022,2,7,0,1,0,0,0,0,63960,이상민,52009,알포드,1,-0.2150345986729416,3.620381655539496,3.49447,1.5,R,Ball,4-Seam,135,LO,9,김준희,8
221005_211552,20221005SSKT02022,2,7,1,1,0,0,0,0,63960,이상민,52009,알포드,2,0.3953427489149987,2.411481499088098,3.49447,1.5,R,Strike,4-Seam,135,LO,9,김준희,8
221005_211608,20221005SSKT02022,2,7,1,2,0,0,0,0,63960,이상민,52009,알포드,3,0.841184152624386,1.8676707153704888,3.49447,1.5,R,Ball,Curve,111,LO,9,김준희,8
221005_211624,20221005SSKT02022,2,7,1,2,0,0,0,0,63960,이상민,52009,알포드,4,0.3388398552047422,3.4591395402789287,3.49447,1.5,R,Hit,4-Seam,134,LO,9,김준희,8
221005_210957,20221005SSKT02022,2,7,1,0,2,0,3,0,65062,김재윤,78122,김태군,1,0.3039400865726774,2.4020539297145183,3.37219,1.65989,R,Strike,4-Seam,141,RO,9,김준희,8
221005_211021,20221005SSKT02022,2,7,2,0,2,0,3,0,65062,김재윤,78122,김태군,2,0.7348729954125964,2.626932605612901,3.37219,1.65989,R,Foul,4-Seam,143,RO,9,김준희,8
221005_211052,20221005SSKT02022,2,7,2,0,2,0,3,0,65062,김재윤,78122,김태군,3,-0.3606111296140324,3.5800362580784784,3.37219,1.65989,R,Foul,4-Seam,140,RO,9,김준희,8
221005_211138,20221005SSKT02022,2,7,2,1,2,0,3,0,65062,김재윤,78122,김태군,4,0.5792261308649391,0.7369985613687398,3.37219,1.65989,R,Ball,Slider,132,RO,9,김준희,8
221005_211206,20221005SSKT02022,2,7,2,1,2,0,3,0,65062,김재윤,78122,김태군,5,0.4893566757429662,1.2212235771586757,3.37219,1.65989,R,Foul,Slider,128,RO,9,김준희,8
221005_211242,20221005SSKT02022,2,7,2,2,2,0,3,0,65062,김재윤,78122,김태군,6,1.3278995544129812,1.5787696690772934,3.37219,1.65989,R,Ball,Slider,129,RO,9,김준희,8
221005_211305,20221005SSKT02022,2,7,3,2,2,0,3,0,65062,김재윤,78122,김태군,7,1.0485521233476636,2.2787939949235905,3.37219,1.65989,R,Strike,Slider,129,RO,9,김준희,8
221005_210638,20221005SSKT02022,2,7,1,0,1,0,3,0,65062,김재윤,75334,오재일,1,0.6567104850799457,3.590135288456501,3.67483,1.64555,L,Foul,4-Seam,139,RO,9,김준희,8
221005_210702,20221005SSKT02022,2,7,2,0,1,0,3,0,65062,김재윤,75334,오재일,2,0.5194631261416879,2.787765995739253,3.67483,1.64555,L,Foul,4-Seam,140,RO,9,김준희,8
221005_210731,20221005SSKT02022,2,7,2,1,1,0,3,0,65062,김재윤,75334,오재일,3,-2.47924673189439,2.45538520700978,3.67483,1.64555,L,Ball,4-Seam,142,RO,9,김준희,8
221005_210751,20221005SSKT02022,2,7,2,2,1,0,3,0,65062,김재윤,75334,오재일,4,-0.0433022655333938,4.106168676630867,3.67483,1.64555,L,Ball,4-Seam,142,RO,9,김준희,8
221005_210814,20221005SSKT02022,2,7,2,2,1,0,3,0,65062,김재윤,75334,오재일,5,-0.1614237442512028,2.96805255854075,3.67483,1.64555,L,Foul,4-Seam,141,RO,9,김준희,8
221005_210842,20221005SSKT02022,2,7,2,2,1,0,3,0,65062,김재윤,75334,오재일,6,-0.1996657178824583,3.376330407044137,3.67483,1.64555,L,Foul,4-Seam,142,RO,9,김준희,8
221005_210913,20221005SSKT02022,2,7,2,2,1,0,3,0,65062,김재윤,75334,오재일,7,-0.4278788987215981,2.0342924221305885,3.67483,1.64555,L,Hit,Fork,130,RO,9,김준희,8
