year,ump_id,name,pitches,alpha,alpha_ci_lower,alpha_ci_upper,beta,beta_ci_lower,beta_ci_upper,lambda,lambda_ci_lower,lambda_ci_upper,r,r_ci_lower,r_ci_upper,x0,x0_ci_lower,x0_ci_upper,y0,y0_ci_lower,y0_ci_upper
2024,5,¼Û¼ö±Ù,5145,0.892247406495179,0.8798999413567964,0.9045948716335616,33.77848325557184,28.579750937954064,38.977215573189625,1.0735439312565247,1.0523248551172142,1.0947630073958352,16.35728145421083,2.469572685168904,30.244990223252756,0.0015084416388911333,-0.010140629007392207,0.013157512285174474,2.530882507966832,2.517472290526319,2.5442927254073444
2024,17,¹Ú±Ù¿µ,4896,0.8894101400537586,0.8760486033504842,0.9027716767570331,28.623229970045685,24.7576254903136,32.48883444977777,1.0743420623765196,1.0522247346809568,1.0964593900720825,13.707282250564807,5.527344303598712,21.8872201975309,0.004018476530080116,-0.008781649837381663,0.016818602897541893,2.51796889024272,2.5048765597022005,2.53106122078324
2024,13,±Ç¿µÃ¶,4823,0.8852631837418958,0.8739320825690559,0.8965942849147358,41.20368662536421,34.31805507332753,48.0893181774009,1.0806438922920085,1.061357297479151,1.099930487104866,15.054562332599069,2.805161565088355,27.303963100109783,0.0025809197286397563,-0.008179084711835476,0.013340924169114986,2.540806412527157,2.5288409980213027,2.5527718270330118
2024,0,¹Ú±âÅÃ,4562,0.8957557461375898,0.8840216883365285,0.9074898039386511,36.760827558619226,31.06559706028505,42.4560580569534,1.0921669815873791,1.0719366934590797,1.1123972697156785,13.373942943030155,5.250438936235714,21.497446949824596,0.0034643546977592577,-0.007801422426541457,0.014730131822059973,2.5265965514088147,2.514236440636047,2.5389566621815822
2024,24,Â÷Á¤±¸,4507,0.8897570916124762,0.8751712606305959,0.9043429225943564,26.468114697991137,22.834567760740327,30.101661635241946,1.0919038676231299,1.0671783997741304,1.1166293354721293,12.950874204601696,4.174458955794634,21.72728945340876,8.65864947964857e-05,-0.01359544710837742,0.013768620097970393,2.546707750959315,2.5315004209494605,2.561915080969169
2024,4,ÃÖ¼ö¿ø,4220,0.8903269340608255,0.8773940195284348,0.9032598485932163,35.253904960196984,29.398179487546987,41.10963043284698,1.0658929546302436,1.0451968787085022,1.086589030551985,22.55696266894853,-4.672592869166966,49.78651820706402,-0.0043073456050689365,-0.016807688755451085,0.00819299754531321,2.5173692424867404,2.50516954541495,2.529568939558531
2024,2,ÀüÀÏ¼ö,4209,0.8852210806696795,0.8735781222411041,0.896864039098255,39.28888510324261,32.42944893105749,46.14832127542773,1.0825067877287835,1.0612436680358626,1.1037699074217044,27.75671868929827,-29.908407580141915,85.42184495873846,-0.006632404130345149,-0.0176497176200041,0.0043849093593138,2.5352423682397194,2.520942742175253,2.5495419943041857
2024,1,¹ÚÁ¾Ã¶,4177,0.8922543685819215,0.8794612600614012,0.9050474771024418,37.5289727862589,30.851579576764728,44.20636599575307,1.074690601916792,1.0534751260951083,1.095906077738476,19.27648166771019,-1.7537115533402954,40.306674888760675,-0.0037933802131773276,-0.015926511110936712,0.008339750684582056,2.5380606998050856,2.524920714323261,2.5512006852869105
2024,23,À¯´öÇü,4173,0.8856902961462643,0.8742827584499797,0.8970978338425488,37.17849108716149,30.961180713922477,43.395801460400506,1.0855665706310877,1.0667431108406773,1.1043900304214982,6033.791860844147,-13718862.578162061,13730930.16188375,-0.004010358899802464,-0.015623269590415836,0.007602551790810909,2.537209821848675,2.526026485151011,2.5483931585463395
2024,26,ÀÌ¿µÀç,4085,0.8902672047826753,0.8760651933148825,0.904469216250468,32.29987611774523,26.85575676078757,37.743995474702885,1.046789801732059,1.0234968036996792,1.0700827997644387,12.33268210637086,4.2456306282219245,20.419733584519797,9.70810638051218e-05,-0.013535023254106065,0.013729185381716308,2.5120829107594673,2.4982281395255432,2.5259376819933914
2024,19,ÀÌ¿ëÇõ,4081,0.8864577287241027,0.8744269220216984,0.898488535426507,34.211422391585174,28.650586894936872,39.772257888233476,1.0770832846771774,1.0555651128837715,1.0986014564705833,15.573190888282053,4.061909556957843,27.084472219606262,0.00010357648128069404,-0.01141192319956903,0.011619076162130417,2.525400235926565,2.511680189509311,2.5391202823438186
2024,20,±è¼ºÃ¶,4046,0.8875525085664696,0.8769972622255128,0.8981077549074264,43.28159491080468,35.23077100034061,51.332418821268746,1.0737942775833798,1.0557691145027748,1.0918194406639847,831.5486739565731,-159779.56842728922,161442.66577520236,-0.00011525075047866,-0.01075336191663067,0.010522860415673352,2.532955957952203,2.521434012182771,2.5444779037216354
2024,6,±èÀÍ¼ö,3960,0.8956658843130649,0.8806325299413464,0.9106992386847834,33.226337044555805,27.62805898743327,38.82461510167834,1.061815273831125,1.0374903975221026,1.0861401501401475,8.434579926809409,4.87657037305916,11.992589480559658,0.006337195328094174,-0.007111349559430333,0.01978574021561868,2.5346005930456412,2.519707100344698,2.5494940857465846
2024,11,¹èº´µÎ,3959,0.8921933649402611,0.8823475075806512,0.9020392222998711,43.04957695128043,35.40649674309325,50.69265715946761,1.0618928732756325,1.0447195413784993,1.0790662051727657,26.116130139605538,-5.5800689944093165,57.81232927362039,-0.005093743486530012,-0.014841189365230366,0.004653702392170342,2.529151500947142,2.5180992298979903,2.540203771996294
2024,28,Á¤Á¾¼ö,3922,0.8882173869414958,0.8837915762427035,0.892643197640288,32.665863702726455,27.626585814747735,37.705141590705175,1.0804687474544963,1.0640762598544649,1.0968612350545277,263483.2241644594,,,0.008376191401020194,-0.004091855535470574,0.020844238337510965,2.53892184991858,2.524518835576816,2.5533248642603446
2024,18,³ª±¤³²,3892,0.8882059200746601,0.8746290177718683,0.901782822377452,38.34376358928293,31.55036638744184,45.13716079112402,1.0909426335273524,1.0695685147120184,1.1123167523426865,23.169143772420625,-17.352171892108558,63.69045943694981,0.005070317299457963,-0.00777967781566186,0.017920312414577786,2.5401991046026193,2.5278528298569523,2.5525453793482864
2024,7,À±ÅÂ¼ö,3859,0.890138636394683,0.8774287123870533,0.9028485604023128,35.83951767530803,29.566933834319265,42.112101516296796,1.080601846428963,1.0584288793548893,1.1027748135030369,2306.694974106761,-56635909.1847922,56640522.57474042,0.0006991048130038429,-0.01150087960261359,0.012899089228621277,2.53855353171628,2.520620204509399,2.5564868589231615
2024,12,±èÁ¤±¹,3819,0.8928627905726507,0.8812572423291458,0.9044683388161556,41.77944535099401,33.506978809405204,50.051911892582815,1.0651387269051529,1.045001950628424,1.0852755031818817,18.90955793599577,0.39676150348966743,37.42235436850187,0.0011676150069718106,-0.009936476351137705,0.012271706365081327,2.5317939076880043,2.5187900409978092,2.5447977743781993
2024,30,±¸¸íÈ¯,3713,0.8907764215958893,0.8776331596875401,0.9039196835042386,41.036592863657305,33.25648606232693,48.81669966498768,1.0793701376624267,1.0574517456663486,1.1012885296585049,21.220194586059108,-3.1372733473865217,45.57766251950474,0.0008764946037866225,-0.01158318113009255,0.013336170337665793,2.534509317412328,2.521029599543101,2.547989035281555
2024,21,ÇÔÁö¿õ,3576,0.8924699053422709,0.8794171199354945,0.9055226907490472,44.46331823477915,35.22914528079266,53.697491188765646,1.0728589997853937,1.0513511581149801,1.0943668414558072,20.419969912273846,-5.509030016425406,46.3489698409731,0.0005216860962017147,-0.012083326483559805,0.013126698675963236,2.5286178793111715,2.515366940726366,2.541868817895977
2024,22,ÀåÁØ¿µ,3562,0.8887622236459704,0.8786912186612736,0.8988332286306671,51.39301096112426,40.66814284057311,62.11787908167541,1.0804759906460952,1.0617673393087255,1.099184641983465,18.529479560118062,2.6067236024263423,34.45223551780978,0.0023315287511128722,-0.007605905973908053,0.012268963476133798,2.542697358736323,2.530135143987049,2.5552595734855967
2024,16,ÀÌ±âÁß,3539,0.8916839869763273,0.8775540235063877,0.905813950446267,35.28135054773615,28.745135931397197,41.81756516407511,1.0736161890283045,1.0482155660161092,1.0990168120404997,10.230341007599316,3.748603159368689,16.712078855829944,-0.0019343565916868327,-0.01511667369453954,0.011247960511165873,2.5224764491805187,2.506197767260917,2.5387551311001206
2024,31,¹®µ¿±Õ,3452,0.8913172135954313,0.878996734567541,0.9036376926233215,37.851718741459116,30.525472707975602,45.17796477494263,1.0468021424266847,1.026366341035577,1.0672379438177924,266.32071074223734,-5303.71909831595,5836.360519800425,0.001261712436347132,-0.011065787049695717,0.01358921192238998,2.529613608083941,2.516681318528433,2.5425458976394486
2024,9,ÀÌ°è¼º,3403,0.8924676114770489,0.8791395209387258,0.905795702015372,35.294956018281596,28.801032106796924,41.78887992976627,1.0651006791456386,1.0422081416849207,1.0879932166063564,78.6487255025325,-392.16586712489107,549.4633181299561,-0.008489680968797323,-0.022123907736713862,0.005144545799119217,2.5245777644056986,2.509361337892827,2.5397941909185704
2024,33,¿ÀÈÆ±Ô,3323,0.8845965273045027,0.87192028360585,0.8972727710031553,46.946303177589215,37.20013116342452,56.69247519175391,1.0906776900864883,1.069141344639752,1.1122140355332246,23.292151420099827,-10.873984570751148,57.4582874109508,0.009877048917798475,-0.0021713384439659648,0.021925436279562914,2.5298673473874675,2.5161951855646176,2.5435395092103175
2024,25,±è¼±¼ö,3321,0.8920594534721508,0.8775111083705641,0.9066077985737374,35.745748488708195,28.82521584206046,42.66628113535593,1.086628328924347,1.0609218045350826,1.1123348533136115,11.360273810177244,4.632327323051,18.088220297303486,-0.0006809818559718244,-0.014347480854250558,0.012985517142306911,2.5151610835404092,2.4992447940396647,2.5310773730411538
2024,8,±èÁØÈñ,3311,0.8947372059773608,0.8808627175483855,0.9086116944063362,33.44589303077812,27.565943765055003,39.32584229650124,1.0535632708935663,1.029169133251634,1.0779574085354986,15.709019845778904,-0.8173507892236387,32.23539048078145,0.008888593533803082,-0.004200276579015684,0.02197746364662185,2.5155408295837898,2.499347749394517,2.5317339097730627
2024,34,ÃÖ¿µÁÖ,2959,0.8990018881491499,0.8828461214493751,0.9151576548489248,31.156817484266455,25.118220479490898,37.19541448904201,1.056205763462867,1.0276379456457285,1.0847735812800055,14.201950979458644,2.558111371726284,25.845790587191004,0.0027182949759080536,-0.012489096958558854,0.01792568691037496,2.5404971404173624,2.522598124571375,2.55839615626335
2024,14,±èº´ÁÖ,2741,0.8942912642344463,0.8781888034034206,0.9103937250654719,39.0154310690224,30.1189171206955,47.9119450173493,1.0782484547936435,1.051194953522932,1.105301956064355,43.99817827570831,-92.07119574980274,180.06755230121937,0.009251894568029523,-0.00656223246154658,0.025066021597605626,2.5126489372644443,2.4959783777324076,2.529319496796481
2024,32,±èÅÂ¿Ï,2737,0.8891079057576694,0.8722097732144595,0.9060060383008793,29.776482191095184,24.287489082228504,35.265475299961864,1.0663596496744074,1.0391484196358425,1.0935708797129724,16.449879317338052,0.6354595751941883,32.264299059481914,0.007876092481794343,-0.008370258078343679,0.024122443041932368,2.5001834677124952,2.483956762110004,2.5164101733149864
2024,27,Á¤ÀºÀç,1532,0.8899002810791871,0.8732002705128438,0.9066002916455304,41.64586915529569,29.65059309257041,53.641145218020974,1.075116062006184,1.0435847031945211,1.1066474208178467,426.61168022402285,-60620.42276891843,61473.646129366476,0.007110123192821818,-0.009599528320466351,0.023819774706109985,2.519094248574798,2.4975990014202343,2.5405894957293618
2024,29,ÀÌÈ£¼º,1524,0.8726563961904166,0.8485817875134666,0.8967310048673666,27.249873340677,20.626291214444393,33.873455466909604,1.0987144695788897,1.0586117283854113,1.1388172107723682,2446.294140661923,-181990496.50119823,181995389.08947957,-0.01259651748452642,-0.03726810441041742,0.012075069441364578,2.5248363811961703,2.5014732553500414,2.548199507042299
