year,ump_id,name,pitches,alpha,alpha_ci_lower,alpha_ci_upper,beta,beta_ci_lower,beta_ci_upper,lambda,lambda_ci_lower,lambda_ci_upper,r,r_ci_lower,r_ci_upper,x0,x0_ci_lower,x0_ci_upper,y0,y0_ci_lower,y0_ci_upper
2022,5,¼Û¼ö±Ù,6070,0.9657510410984764,0.9402053535543577,0.9912967286425951,12.688547758872968,11.50552882488418,13.871566692861755,0.9855125695490397,0.9530241092986889,1.0180010297993904,3.0695800782030123,2.5921019554723186,3.547058200933706,0.012984887421447792,-0.005396946335205719,0.031366721178101305,2.438398268473269,2.419801754383159,2.4569947825633784
2022,17,¹Ú±Ù¿µ,6560,0.9483163574839686,0.9258079851944976,0.9708247297734396,13.065613739224007,11.924989197933415,14.206238280514599,1.0539958732942396,1.0226235535532386,1.0853681930352406,3.0264565249721405,2.5912088570665475,3.4617041928777335,-0.05513858516972193,-0.07169884772706873,-0.03857832261237512,2.467483366433868,2.449446125616711,2.4855206072510247
2022,24,Â÷Á¤±¸,3228,0.9363330819537314,0.9049452439417095,0.9677209199657534,12.218145372122548,10.72502621673834,13.711264527506755,1.0487747459490318,1.0032654664338883,1.0942840254641752,3.6809768344459206,2.708894175609581,4.65305949328226,-0.03780835301595811,-0.06321769641196973,-0.012399009619946503,2.471131751941276,2.4438849017151285,2.4983786021674237
2022,13,±Ç¿µÃ¶,5392,0.951137522448022,0.9225101854866118,0.9797648594094321,11.074844025089739,10.036740694562225,12.112947355617253,1.0083797767211131,0.970997986322583,1.0457615671196432,2.9231798320774214,2.4333633293706454,3.4129963347841974,-0.13388506824820287,-0.15454647761857607,-0.11322365887782967,2.453781574284174,2.432835757308267,2.4747273912600813
2022,0,¹Ú±âÅÃ,6066,0.9620700863889521,0.9402887032966512,0.983851469481253,13.888327305968126,12.57761959389998,15.199035018036271,1.0297913974170534,0.9993097961361042,1.0602729986980026,3.409901942306057,2.8586742111985344,3.9611296734135792,0.03032232323190784,0.013268457053103512,0.047376189410712165,2.490281936777296,2.4718850163812327,2.5086788571733596
2022,2,ÀüÀÏ¼ö,6270,0.9365223243539214,0.9144368373598916,0.9586078113479511,13.203429669445171,12.016912318983117,14.389947019907225,1.072928963580742,1.0398146049601962,1.1060433222012878,3.3077029665413473,2.7838201110841716,3.831585821998523,-0.06258111334758121,-0.07968614140281786,-0.04547608529234455,2.480587086662025,2.4619289754183207,2.4992451979057293
2022,19,ÀÌ¿ëÇõ,6288,0.9168751311094858,0.8925554409607296,0.941194821258242,11.53835916072817,10.53382026687462,12.54289805458172,1.0308953303146247,0.9963686318558933,1.065422028773356,3.4289866182483006,2.796496557980669,4.061476678515932,-0.02481564035546862,-0.0435429612571082,-0.006088319453829042,2.4461904185272174,2.4268583518036126,2.465522485250822
2022,28,Á¤Á¾¼ö,6100,0.9146086217667584,0.889438062982344,0.9397791805511728,12.010284886746797,10.927276411110018,13.093293362383577,1.0519900872209322,1.0153236923913993,1.0886564820504652,3.041707519139397,2.537505802681389,3.545909235597405,0.002784852925718441,-0.01580284461902048,0.02137255047045736,2.4747509750692265,2.4545211350954093,2.4949808150430437
2022,1,¹ÚÁ¾Ã¶,6370,0.9457124910301606,0.9204071865412842,0.9710177955190371,12.428274507340358,11.312701900643335,13.543847114037382,1.0464847767009888,1.0122898732587713,1.0806796801432064,2.803446069575536,2.405450759185256,3.201441379965816,-0.02349862772168376,-0.040879767512706666,-0.006117487930660848,2.4876583540963733,2.468642839904603,2.5066738682881433
2022,23,À¯´öÇü,4169,0.941033252747968,0.9124931249227562,0.9695733805731798,12.355545121115572,10.99249883041359,13.718591411817554,1.0434714523704618,1.0038974835217926,1.083045421219131,3.9496348874741005,2.937073513830949,4.962196261117252,0.03593123149550707,0.01431708106441524,0.057545381926598894,2.5084529800420245,2.484897313815604,2.5320086462684452
